# BUSCO version is: 5.2.2 
# The lineage dataset is: actinopterygii_odb10 (Creation date: 2021-02-19, number of genomes: 26, number of BUSCOs: 3640)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
57026at7898	Complete	NC_007119.7	39802781	39816161	+	781.0	459
57070at7898	Complete	NC_007128.7	24604611	24611981	+	762.8	411	https://www.orthodb.org/v10?query=57070at7898	CAAX prenyl protease 1 homolog
57116at7898	Complete	NC_007131.7	4037254	4049848	-	576.0	347	https://www.orthodb.org/v10?query=57116at7898	sprT-like domain-containing protein Spartan
57183at7898	Complete	NC_007136.7	26794556	26806126	+	530.4	344	https://www.orthodb.org/v10?query=57183at7898	carbonic anhydrase 12 isoform X1
57189at7898	Complete	NC_007136.7	30131293	30151215	+	826.1	428	https://www.orthodb.org/v10?query=57189at7898	apoptosis inhibitor 5
57262at7898	Complete	NC_007115.7	1827428	1839088	-	720.9	433	https://www.orthodb.org/v10?query=57262at7898	periodic tryptophan protein 1 homolog
57267at7898	Complete	NC_007117.7	40735347	40744174	-	825.7	407
57269at7898	Complete	NC_007134.7	24227711	24234225	-	871.1	408	https://www.orthodb.org/v10?query=57269at7898	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
57286at7898	Complete	NC_007129.7	31117352	31206412	+	850.7	494	https://www.orthodb.org/v10?query=57286at7898	transcription factor 25
57346at7898	Complete	NC_007116.7	30816741	30924171	-	824.6	439
57382at7898	Complete	NC_007129.7	20494484	20510469	+	618.6	332	https://www.orthodb.org/v10?query=57382at7898	43 kDa receptor-associated protein of the synapse
57438at7898	Complete	NC_007134.7	12154289	12158336	-	494.1	344
57445at7898	Complete	NC_007135.7	24286947	24289167	+	958.7	477	https://www.orthodb.org/v10?query=57445at7898	YTH domain-containing family protein 3
57453at7898	Complete	NC_007115.7	77920665	77932241	+	589.9	333	https://www.orthodb.org/v10?query=57453at7898	Tubulin tyrosine ligase-like family, member 1
57468at7898	Complete	NC_007118.7	38705024	38712894	-	756.0	364	https://www.orthodb.org/v10?query=57468at7898	F-box only protein 3
57501at7898	Complete	NC_007123.7	10134574	10159536	+	885.0	400	https://www.orthodb.org/v10?query=57501at7898	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2
57505at7898	Complete	NC_007127.7	53590599	53601456	+	738.8	409	https://www.orthodb.org/v10?query=57505at7898	G patch domain-containing protein 3
57515at7898	Complete	NC_007119.7	36592260	36618063	-	610.2	414	https://www.orthodb.org/v10?query=57515at7898	G patch domain and KOW motifs
57547at7898	Complete	NC_007128.7	12971350	13006871	-	628.4	414	https://www.orthodb.org/v10?query=57547at7898	mitochondrial ribonuclease P protein 3
57565at7898	Complete	NC_007116.7	52971488	53004011	-	560.9	351	https://www.orthodb.org/v10?query=57565at7898	Mitochondrial ribosomal protein S30
57604at7898	Complete	NC_007128.7	31152978	31164164	-	615.6	336
57608at7898	Complete	NC_007136.7	2263908	2276811	+	763.0	407
57675at7898	Complete	NC_007133.7	22418323	22427821	+	925.9	528
57759at7898	Complete	NC_007126.7	2490239	2493768	-	676.8	359	https://www.orthodb.org/v10?query=57759at7898	sialidase-4
57763at7898	Complete	NW_008805445.1	1207	13441	+	624.5	344	https://www.orthodb.org/v10?query=57763at7898	Purple acid phosphatase
57801at7898	Complete	NC_007116.7	64863945	64865177	-	626.3	332	https://www.orthodb.org/v10?query=57801at7898	Zinc finger and BTB domain containing 26
57879at7898	Complete	NC_007116.7	69908045	69923182	-	642.9	396	https://www.orthodb.org/v10?query=57879at7898	fukutin
57924at7898	Complete	NC_007112.7	59304950	59313426	-	1022.3	694	https://www.orthodb.org/v10?query=57924at7898	thioredoxin domain-containing protein 11
57930at7898	Complete	NC_007117.7	49930629	49965773	+	738.0	359	https://www.orthodb.org/v10?query=57930at7898	adenosylhomocysteinase
57931at7898	Complete	NC_007122.7	28109496	28122383	+	571.7	305
58072at7898	Complete	NC_007134.7	21522753	21533885	-	879.9	438	https://www.orthodb.org/v10?query=58072at7898	protein RCC2
58084at7898	Complete	NC_007136.7	4541580	4573462	+	807.0	423	https://www.orthodb.org/v10?query=58084at7898	patatin-like phospholipase domain-containing protein 2
58093at7898	Complete	NC_007132.7	11367402	11382988	+	620.1	406	https://www.orthodb.org/v10?query=58093at7898	general transcription factor 3C polypeptide 5
58174at7898	Complete	NC_007127.7	54643888	54657898	+	556.0	462	https://www.orthodb.org/v10?query=58174at7898	F-box only protein 43
58175at7898	Complete	NC_007118.7	29096257	29109197	+	598.3	402
58251at7898	Complete	NC_007122.7	5529948	5549911	+	315.3	324	https://www.orthodb.org/v10?query=58251at7898	FYN-binding protein-like
58316at7898	Fragmented	NC_007119.7	51737263	51751429	-	370.7	283
58345at7898	Complete	NC_007117.7	58737637	58759076	-	652.3	437
58402at7898	Complete	NC_007124.7	19610564	19639509	-	627.0	370	https://www.orthodb.org/v10?query=58402at7898	rab11 family-interacting protein 2
58455at7898	Complete	NC_007115.7	28339120	28353431	-	735.5	374	https://www.orthodb.org/v10?query=58455at7898	mitochondrial tRNA-specific 2-thiouridylase 1
58471at7898	Complete	NC_007130.7	41038996	41060944	-	714.2	366	https://www.orthodb.org/v10?query=58471at7898	epsilon-sarcoglycan isoform X1
58475at7898	Complete	NC_007121.7	22855039	22861731	+	690.8	379	https://www.orthodb.org/v10?query=58475at7898	AP-4 complex subunit mu-1
58514at7898	Complete	NC_007118.7	22544056	22577183	+	816.2	422	https://www.orthodb.org/v10?query=58514at7898	Cholinergic receptor, nicotinic, beta 1 (muscle)
58534at7898	Complete	NC_007113.7	25820038	25836790	+	820.5	434	https://www.orthodb.org/v10?query=58534at7898	solute carrier family 2, facilitated glucose transporter member 2
58537at7898	Complete	NC_007123.7	22628939	22644055	+	739.7	414	https://www.orthodb.org/v10?query=58537at7898	major facilitator superfamily domain-containing protein 8
58580at7898	Complete	NC_007129.7	17493855	17506974	+	679.0	380	https://www.orthodb.org/v10?query=58580at7898	UPF0183 protein C16orf70 homolog isoform X1
58595at7898	Complete	NC_007129.7	31316203	31459311	+	602.4	294
58605at7898	Complete	NC_007114.7	20001739	20011517	+	592.2	340	https://www.orthodb.org/v10?query=58605at7898	ankyrin repeat and SOCS box protein 16
58644at7898	Complete	NC_007119.7	22510906	22514839	-	750.7	465
58661at7898	Complete	NC_007128.7	32531984	32551157	+	889.6	644
58698at7898	Complete	NC_007118.7	20042027	20052253	+	591.4	372	https://www.orthodb.org/v10?query=58698at7898	Solute carrier family 16, member 13 (monocarboxylic acid transporter 13)
58704at7898	Complete	NC_007114.7	25138053	25143277	-	806.3	402	https://www.orthodb.org/v10?query=58704at7898	Mitochondrial elongation factor 1
58768at7898	Complete	NC_007121.7	29820461	29831805	-	718.7	376	https://www.orthodb.org/v10?query=58768at7898	zinc finger protein ZPR1
58785at7898	Complete	NC_007131.7	474583	530392	+	748.6	408	https://www.orthodb.org/v10?query=58785at7898	5'-nucleotidase domain-containing protein 1
58870at7898	Complete	NC_007122.7	20057186	20059076	+	558.1	310	https://www.orthodb.org/v10?query=58870at7898	fez family zinc finger protein 2
58970at7898	Complete	NC_007132.7	22558642	22564883	+	700.0	389	https://www.orthodb.org/v10?query=58970at7898	Checkpoint kinase 1
58982at7898	Complete	NC_007136.7	13474278	13490359	-	683.0	372	https://www.orthodb.org/v10?query=58982at7898	probable D-lactate dehydrogenase, mitochondrial
59000at7898	Complete	NC_007120.7	29484339	29497790	-	739.3	426	https://www.orthodb.org/v10?query=59000at7898	dnaJ homolog subfamily C member 3
59002at7898	Complete	NC_007117.7	18204631	18228200	-	779.9	413	https://www.orthodb.org/v10?query=59002at7898	protein disulfide-isomerase
59004at7898	Complete	NC_007117.7	10945146	10963678	-	823.4	427	https://www.orthodb.org/v10?query=59004at7898	carboxylesterase notum2-like
59015at7898	Complete	NC_007120.7	48186662	48214152	-	811.7	459	https://www.orthodb.org/v10?query=59015at7898	D-3-phosphoglycerate dehydrogenase
59060at7898	Complete	NC_007116.7	32381385	32391623	-	743.6	387	https://www.orthodb.org/v10?query=59060at7898	F-box/WD repeat-containing protein 2
59062at7898	Complete	NC_007117.7	40832781	40840769	+	433.2	201	https://www.orthodb.org/v10?query=59062at7898	ruvB-like 1
59067at7898	Complete	NC_007120.7	37367100	37451590	+	760.0	411	https://www.orthodb.org/v10?query=59067at7898	disrupted in renal carcinoma protein 2
59102at7898	Complete	NC_007135.7	41233757	41267183	-	668.7	430	https://www.orthodb.org/v10?query=59102at7898	xylulose kinase
59132at7898	Complete	NC_007118.7	17805598	17814105	-	682.9	340	https://www.orthodb.org/v10?query=59132at7898	evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial
59148at7898	Complete	NC_007114.7	50155312	50172768	+	679.7	371	https://www.orthodb.org/v10?query=59148at7898	Radical S-adenosyl methionine domain-containing protein
59187at7898	Complete	NC_007130.7	32807667	32818804	+	775.4	372	https://www.orthodb.org/v10?query=59187at7898	serine/threonine-protein kinase 3
59202at7898	Complete	NC_007115.7	17339125	17352775	-	615.3	458	https://www.orthodb.org/v10?query=59202at7898	PCNA-interacting partner
59240at7898	Complete	NC_007119.7	18602262	18613947	-	735.7	338	https://www.orthodb.org/v10?query=59240at7898	oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial
59248at7898	Complete	NC_007117.7	54063298	54076733	-	599.6	353	https://www.orthodb.org/v10?query=59248at7898	hyaluronidase-1-like
59275at7898	Complete	NC_007121.7	26982299	26983864	-	551.6	420	https://www.orthodb.org/v10?query=59275at7898	zinc finger HIT domain-containing protein 2
59281at7898	Complete	NC_007112.7	31658016	31672023	+	816.6	442	https://www.orthodb.org/v10?query=59281at7898	DNA polymerase lambda
59288at7898	Complete	NC_007134.7	38810798	38818017	+	831.3	478	https://www.orthodb.org/v10?query=59288at7898	zinc finger protein 64
59418at7898	Complete	NC_007113.7	3403608	3413902	+	696.7	374	https://www.orthodb.org/v10?query=59418at7898	Jumonji domain containing 4
59429at7898	Complete	NC_007116.7	12590455	12625863	+	760.6	394	https://www.orthodb.org/v10?query=59429at7898	Si
59450at7898	Complete	NC_007114.7	56874395	56877717	+	639.5	414	https://www.orthodb.org/v10?query=59450at7898	protein amnionless
59451at7898	Complete	NC_007126.7	34177191	34213897	-	725.5	380	https://www.orthodb.org/v10?query=59451at7898	ETS translocation variant 1 isoform X1
59457at7898	Complete	NC_007116.7	16360834	16405615	-	661.9	386	https://www.orthodb.org/v10?query=59457at7898	Solute carrier family 39 (zinc transporter), member 14
59480at7898	Complete	NC_007122.7	26619533	26666500	-	883.5	525	https://www.orthodb.org/v10?query=59480at7898	EF-hand and coiled-coil domain-containing protein 1
59587at7898	Complete	NC_007119.7	37447702	37461671	-	926.9	502	https://www.orthodb.org/v10?query=59587at7898	eukaryotic translation initiation factor 2D
59716at7898	Complete	NC_007119.7	53185082	53198084	-	844.0	402	https://www.orthodb.org/v10?query=59716at7898	gamma-aminobutyric acid receptor subunit delta
59728at7898	Complete	NC_007128.7	48443726	48454896	+	783.4	427	https://www.orthodb.org/v10?query=59728at7898	solute carrier family 2, facilitated glucose transporter member 1-like
59743at7898	Complete	NC_007125.7	14808862	14827680	+	992.9	816	https://www.orthodb.org/v10?query=59743at7898	FH2 domain-containing protein 1-like
59787at7898	Complete	NC_007117.7	9631185	9645867	-	630.5	365	https://www.orthodb.org/v10?query=59787at7898	Ribosome biogenesis protein WDR12
59802at7898	Complete	NC_007115.7	9339231	9350370	-	763.8	394	https://www.orthodb.org/v10?query=59802at7898	UPF0536 protein C12orf66 homolog
59808at7898	Complete	NC_007113.7	57121598	57143443	-	683.6	401	https://www.orthodb.org/v10?query=59808at7898	armadillo repeat-containing protein 6
59812at7898	Complete	NC_007112.7	6218983	6224732	-	516.9	375
59814at7898	Complete	NC_007127.7	32015171	32025624	+	786.2	459	https://www.orthodb.org/v10?query=59814at7898	Membrane bound O-acyltransferase domain containing 7
59825at7898	Complete	NC_007116.7	52168201	52176634	+	769.4	372	https://www.orthodb.org/v10?query=59825at7898	Urea transporter
59832at7898	Complete	NC_007123.7	20586492	20599712	+	661.8	416	https://www.orthodb.org/v10?query=59832at7898	arylsulfatase G
59846at7898	Complete	NC_007117.7	55426677	55436820	+	703.0	476	https://www.orthodb.org/v10?query=59846at7898	Nuclear receptor coactivator 5
59863at7898	Complete	NC_007117.7	43226316	43233286	-	687.7	363	https://www.orthodb.org/v10?query=59863at7898	tRNA nucleotidyl transferase, CCA-adding, 1
59889at7898	Complete	NC_007112.7	20870929	20911115	-	845.8	412	https://www.orthodb.org/v10?query=59889at7898	carboxypeptidase E
59947at7898	Complete	NC_007124.7	38622156	38791986	-	871.1	480
60045at7898	Fragmented	NC_007129.7	46382525	46393627	+	475.2	276	https://www.orthodb.org/v10?query=60045at7898	dynein assembly factor with WDR repeat domains 1
60060at7898	Complete	NC_007126.7	29549686	29555989	-	715.3	372	https://www.orthodb.org/v10?query=60060at7898	heat shock 70 kDa protein 13
60061at7898	Complete	NC_007125.7	48985041	48995937	+	809.0	377	https://www.orthodb.org/v10?query=60061at7898	polyribonucleotide 5'-hydroxyl-kinase Clp1
60128at7898	Complete	NC_007123.7	13908476	13956868	+	929.2	513	https://www.orthodb.org/v10?query=60128at7898	peptidyl-prolyl cis-trans isomerase FKBP10-like
60170at7898	Complete	NC_007125.7	51056604	51139374	+	582.8	311	https://www.orthodb.org/v10?query=60170at7898	PDZ and LIM domain protein 7
60173at7898	Complete	NC_007127.7	36038188	36073033	-	654.8	370
60370at7898	Complete	NC_007113.7	37267996	37280615	-	730.6	359	https://www.orthodb.org/v10?query=60370at7898	NAD kinase-like
60389at7898	Complete	NC_007135.7	1024272	1036300	+	462.9	383	https://www.orthodb.org/v10?query=60389at7898	Mediator of RNA polymerase II transcription subunit 1
60442at7898	Complete	NC_007112.7	27835	34243	+	753.8	441	https://www.orthodb.org/v10?query=60442at7898	polycomb protein EED
60444at7898	Complete	NC_007117.7	40457954	40465227	-	707.0	355	https://www.orthodb.org/v10?query=60444at7898	protein cereblon
60464at7898	Complete	NC_007121.7	5234362	5264502	+	699.8	375	https://www.orthodb.org/v10?query=60464at7898	serine palmitoyltransferase 1
60550at7898	Complete	NC_007112.7	47106622	47114006	-	584.1	382	https://www.orthodb.org/v10?query=60550at7898	SET domain-containing protein 4
60569at7898	Fragmented	NC_007117.7	57741038	57786239	+	521.9	311	https://www.orthodb.org/v10?query=60569at7898	alpha-1-syntrophin
60593at7898	Complete	NC_007134.7	20669277	20683461	+	756.2	405	https://www.orthodb.org/v10?query=60593at7898	rho guanine nucleotide exchange factor 3-like isoform X1
60611at7898	Complete	NC_007115.7	1771242	1785119	-	874.3	480	https://www.orthodb.org/v10?query=60611at7898	dnaJ homolog subfamily C member 2
60636at7898	Complete	NC_007113.7	10914170	10931686	+	452.8	339	https://www.orthodb.org/v10?query=60636at7898	Mitochondrial ribosomal protein L37
60747at7898	Complete	NC_007119.7	18832802	18840206	+	771.7	370	https://www.orthodb.org/v10?query=60747at7898	MPN domain-containing protein
60770at7898	Fragmented	NC_007126.7	500656	503755	-	148.8	138	https://www.orthodb.org/v10?query=60770at7898	nucleoside diphosphate-linked moiety X motif 8
60825at7898	Complete	NC_007118.7	40645045	40655996	-	898.4	607	https://www.orthodb.org/v10?query=60825at7898	nucleolar MIF4G domain-containing protein 1
60872at7898	Complete	NC_007128.7	44441253	44453802	+	769.1	423
60874at7898	Complete	NC_007124.7	15763282	15778339	-	737.2	415	https://www.orthodb.org/v10?query=60874at7898	BAG family molecular chaperone regulator 5 isoform X1
60901at7898	Complete	NC_007113.7	52810864	52837303	-	1002.7	569	https://www.orthodb.org/v10?query=60901at7898	ralA-binding protein 1
60934at7898	Complete	NC_007115.7	9541353	9549692	-	652.5	387	https://www.orthodb.org/v10?query=60934at7898	thymidine phosphorylase
60988at7898	Fragmented	NC_007113.7	112106	114797	+	467.5	317	https://www.orthodb.org/v10?query=60988at7898	FGGY carbohydrate kinase domain-containing protein
61009at7898	Complete	NC_007112.7	10066272	10071397	-	607.9	464	https://www.orthodb.org/v10?query=61009at7898	fibrinogen alpha chain
61046at7898	Complete	NC_007117.7	40554721	40562399	+	922.8	482	https://www.orthodb.org/v10?query=61046at7898	protein DDI1 homolog 2 isoform X1
61172at7898	Complete	NC_007131.7	23164740	23171153	-	627.1	364	https://www.orthodb.org/v10?query=61172at7898	mitochondria-eating protein
61335at7898	Complete	NC_007117.7	44163834	44192999	+	735.5	348	https://www.orthodb.org/v10?query=61335at7898	glucoside xylosyltransferase 2
61338at7898	Complete	NC_007124.7	36666970	36680386	-	665.2	370	https://www.orthodb.org/v10?query=61338at7898	L-2-hydroxyglutarate dehydrogenase, mitochondrial
61355at7898	Complete	NC_007117.7	32345234	32349049	-	727.3	398	https://www.orthodb.org/v10?query=61355at7898	angiopoietin-related protein 3
61361at7898	Complete	NC_007121.7	42090098	42107865	-	712.4	383	https://www.orthodb.org/v10?query=61361at7898	protein DGCR14
61362at7898	Complete	NC_007114.7	18756256	18769136	+	775.3	416	https://www.orthodb.org/v10?query=61362at7898	Nuclear prelamin A recognition factor-like
61447at7898	Complete	NC_007128.7	24869997	24878692	-	558.4	313	https://www.orthodb.org/v10?query=61447at7898	zinc finger and BTB domain-containing protein 8A
61448at7898	Complete	NC_007120.7	6937446	6956545	+	665.3	386
61459at7898	Complete	NC_007113.7	64040	65527	-	472.4	416	https://www.orthodb.org/v10?query=61459at7898	carboxypeptidase N subunit 2-like
61460at7898	Complete	NC_007127.7	32082546	32090399	+	873.8	444	https://www.orthodb.org/v10?query=61460at7898	U4/U6 small nuclear ribonucleoprotein Prp31
61487at7898	Complete	NC_007114.7	44081652	44093978	-	520.3	335	https://www.orthodb.org/v10?query=61487at7898	lysine-specific demethylase 8
61503at7898	Complete	NC_007125.7	46358206	46374312	-	551.2	327	https://www.orthodb.org/v10?query=61503at7898	cyclin-A2
61506at7898	Complete	NC_007129.7	15182999	15188041	+	649.2	351	https://www.orthodb.org/v10?query=61506at7898	Sulfotransferase
61525at7898	Complete	NC_007131.7	26387584	26391934	-	707.2	387	https://www.orthodb.org/v10?query=61525at7898	protein-glutamate O-methyltransferase
61540at7898	Complete	NC_007118.7	51805696	51813664	+	652.5	366	https://www.orthodb.org/v10?query=61540at7898	putative sodium-coupled neutral amino acid transporter 7
61619at7898	Complete	NC_007113.7	27963605	27975433	-	549.5	311	https://www.orthodb.org/v10?query=61619at7898	UPF0489 protein C5orf22 homolog
61643at7898	Complete	NC_007114.7	58455655	58468707	+	721.9	404	https://www.orthodb.org/v10?query=61643at7898	Zgc
61720at7898	Complete	NC_007126.7	15788791	15819338	+	684.6	365	https://www.orthodb.org/v10?query=61720at7898	transcriptional adapter 2-alpha
61762at7898	Complete	NC_007133.7	3124305	3152149	-	751.8	490	https://www.orthodb.org/v10?query=61762at7898	lamin-B2
61770at7898	Complete	NC_007134.7	32029320	32037963	+	708.3	501
61925at7898	Complete	NC_007131.7	2240357	2241847	+	575.0	375	https://www.orthodb.org/v10?query=61925at7898	transmembrane protein 200A
61957at7898	Missing
61971at7898	Complete	NC_007117.7	37620822	37622069	-	705.5	376	https://www.orthodb.org/v10?query=61971at7898	Sulfotransferase
62010at7898	Complete	NC_007118.7	23909198	23915352	+	673.0	356
62045at7898	Complete	NC_007130.7	31956765	32041795	-	594.1	370	https://www.orthodb.org/v10?query=62045at7898	zinc finger protein 704
62090at7898	Complete	NC_007121.7	15341018	15381699	+	671.0	346	https://www.orthodb.org/v10?query=62090at7898	Trafficking protein particle complex 13
62107at7898	Complete	NC_007132.7	7606218	7629793	+	612.4	379	https://www.orthodb.org/v10?query=62107at7898	WD repeat domain 41
62150at7898	Complete	NC_007134.7	7692061	7708789	+	684.5	347
62269at7898	Complete	NC_007136.7	36966706	37070652	-	643.0	328
62445at7898	Complete	NC_007131.7	27751802	27753832	+	955.6	547	https://www.orthodb.org/v10?query=62445at7898	vertnin
62483at7898	Complete	NC_007120.7	30304088	30316515	+	644.7	358
62526at7898	Complete	NC_007113.7	42156661	42173833	-	865.8	668	https://www.orthodb.org/v10?query=62526at7898	zinc transporter ZIP6
62527at7898	Complete	NC_007126.7	749238	750926	-	859.4	893	https://www.orthodb.org/v10?query=62527at7898	zinc finger and BTB domain-containing protein 24
62528at7898	Complete	NC_007132.7	19834253	19841628	+	864.4	619	https://www.orthodb.org/v10?query=62528at7898	coiled-coil domain-containing protein 80-like
62553at7898	Complete	NC_007118.7	7469564	7474325	-	710.9	372	https://www.orthodb.org/v10?query=62553at7898	beta-1,4-glucuronyltransferase 1
62557at7898	Complete	NC_007122.7	1533534	1545796	+	780.0	392
62562at7898	Complete	NC_007126.7	25910950	26089051	-	726.9	354	https://www.orthodb.org/v10?query=62562at7898	diphthamide biosynthesis protein 1
62661at7898	Complete	NC_007114.7	31901835	31916528	+	620.8	340	https://www.orthodb.org/v10?query=62661at7898	STE20-related kinase adapter protein alpha isoform X1
62715at7898	Complete	NC_007124.7	2315339	2336538	-	540.9	553	https://www.orthodb.org/v10?query=62715at7898	Transcription elongation factor B (SIII), polypeptide 3, like
62740at7898	Complete	NC_007124.7	2427713	2439943	-	621.2	350	https://www.orthodb.org/v10?query=62740at7898	F-box only protein 9
62815at7898	Missing
62835at7898	Complete	NC_007130.7	777932	790905	-	778.9	479	https://www.orthodb.org/v10?query=62835at7898	protein misato homolog 1
62882at7898	Complete	NC_007112.7	45839947	45856168	+	693.4	369
62890at7898	Complete	NC_007117.7	58663068	58670113	+	661.8	339	https://www.orthodb.org/v10?query=62890at7898	transcription factor Sp7
62906at7898	Complete	NC_007131.7	46835614	46866858	-	716.6	421	https://www.orthodb.org/v10?query=62906at7898	G patch domain-containing protein 2
62949at7898	Complete	NC_007123.7	31425464	31437999	+	769.8	365	https://www.orthodb.org/v10?query=62949at7898	Palmitoyltransferase
63010at7898	Complete	NC_007121.7	34962043	34976814	-	830.2	423	https://www.orthodb.org/v10?query=63010at7898	Mothers against decapentaplegic homolog
63023at7898	Complete	NC_007122.7	22892577	22915949	-	684.3	426
63047at7898	Missing
63053at7898	Complete	NC_007126.7	4969201	4981651	+	556.6	440	https://www.orthodb.org/v10?query=63053at7898	E3 ubiquitin-protein ligase RNF169
63065at7898	Complete	NC_007133.7	36659374	36660627	+	679.7	373	https://www.orthodb.org/v10?query=63065at7898	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7
63087at7898	Complete	NC_007129.7	13063365	13121685	-	667.5	349	https://www.orthodb.org/v10?query=63087at7898	Ribitol xylosyltransferase 1
63097at7898	Complete	NC_007125.7	50994641	51014271	-	822.1	406	https://www.orthodb.org/v10?query=63097at7898	FAS-associated factor 2
63126at7898	Complete	NC_007119.7	33132505	33134028	-	719.5	379	https://www.orthodb.org/v10?query=63126at7898	Zinc finger and BTB domain containing 34
63147at7898	Complete	NC_007132.7	3244145	3341970	+	876.9	510	https://www.orthodb.org/v10?query=63147at7898	CBP80/20-dependent translation initiation factor
63190at7898	Complete	NC_007116.7	30759969	30767615	+	960.2	434	https://www.orthodb.org/v10?query=63190at7898	ruvB-like 2
63212at7898	Duplicated	NC_007117.7	7126737	7133509	+	752.0	433	https://www.orthodb.org/v10?query=63212at7898	G-protein coupled receptor 161
63212at7898	Duplicated	NC_007120.7	34151366	34161922	+	829.6	433	https://www.orthodb.org/v10?query=63212at7898	G-protein coupled receptor 161
63294at7898	Complete	NC_007126.7	12445102	12458020	+	468.5	378
63338at7898	Complete	NC_007118.7	34963861	34965534	+	682.8	416	https://www.orthodb.org/v10?query=63338at7898	probable ATP-dependent RNA helicase DDX28
63404at7898	Complete	NC_007117.7	9952789	9969207	+	766.0	416	https://www.orthodb.org/v10?query=63404at7898	cytochrome P450 20A1
63419at7898	Complete	NC_007136.7	37428511	37435050	-	648.8	368	https://www.orthodb.org/v10?query=63419at7898	pyruvate dehydrogenase protein X component, mitochondrial
63521at7898	Complete	NC_007132.7	4534211	4535782	-	858.1	475	https://www.orthodb.org/v10?query=63521at7898	dolichol kinase
63579at7898	Complete	NC_007120.7	25861158	25911765	+	569.7	318	https://www.orthodb.org/v10?query=63579at7898	glycosyltransferase-like domain-containing protein 1
63610at7898	Complete	NC_007113.7	374888	389726	-	685.8	386	https://www.orthodb.org/v10?query=63610at7898	ATPase WRNIP1
63612at7898	Complete	NC_007136.7	12707717	12730155	-	945.4	491	https://www.orthodb.org/v10?query=63612at7898	kelch domain-containing protein 4
63647at7898	Complete	NC_007123.7	2648042	2651272	+	467.9	303	https://www.orthodb.org/v10?query=63647at7898	Growth differentiation factor 2
63702at7898	Complete	NC_007115.7	72020876	72036051	-	770.4	418	https://www.orthodb.org/v10?query=63702at7898	pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1
63725at7898	Complete	NC_007124.7	813929	824446	-	896.2	535	https://www.orthodb.org/v10?query=63725at7898	DNA polymerase eta
63810at7898	Complete	NC_007136.7	24238021	24247583	-	528.6	563	https://www.orthodb.org/v10?query=63810at7898	protein SPT2 homolog
63846at7898	Missing
63861at7898	Complete	NC_007131.7	35462872	35470860	-	572.4	332	https://www.orthodb.org/v10?query=63861at7898	Platelet-activating factor acetylhydrolase
63885at7898	Complete	NC_007119.7	18358594	18367193	-	803.9	392	https://www.orthodb.org/v10?query=63885at7898	DNA methyltransferase 1-associated protein 1
63964at7898	Complete	NC_007116.7	14376085	14389959	-	902.8	402	https://www.orthodb.org/v10?query=63964at7898	AP-3 complex subunit mu-2
63996at7898	Complete	NC_007124.7	5072730	5079581	-	569.7	329	https://www.orthodb.org/v10?query=63996at7898	equilibrative nucleoside transporter 3
64005at7898	Fragmented	NC_007124.7	46521799	46687096	-	519.6	310	https://www.orthodb.org/v10?query=64005at7898	Arginyl-tRNA--protein transferase 1
64083at7898	Complete	NC_007114.7	12322169	12335909	+	553.8	368
64107at7898	Complete	NC_007113.7	27379915	27385607	-	700.7	416	https://www.orthodb.org/v10?query=64107at7898	Target of EGR1, exonuclease
64113at7898	Complete	NC_007119.7	18550370	18562254	+	660.7	443	https://www.orthodb.org/v10?query=64113at7898	TGF-beta activated kinase 1/MAP3K7 binding protein 3
64151at7898	Complete	NC_007122.7	13642182	13789134	+	668.4	369	https://www.orthodb.org/v10?query=64151at7898	WD repeat-containing protein 18
64267at7898	Complete	NC_007136.7	26827383	26832154	-	508.5	322	https://www.orthodb.org/v10?query=64267at7898	Nei-like DNA glycosylase 1
64281at7898	Complete	NC_007130.7	30723641	30799986	-	653.9	365	https://www.orthodb.org/v10?query=64281at7898	tRNA dimethylallyltransferase, mitochondrial isoform X1
64323at7898	Complete	NC_007113.7	8649355	8659914	+	1015.9	563	https://www.orthodb.org/v10?query=64323at7898	far upstream element-binding protein 1 isoform X1
64329at7898	Complete	NC_007112.7	28874749	28889867	-	698.4	330
64369at7898	Complete	NC_007120.7	33358997	33360379	+	764.1	385	https://www.orthodb.org/v10?query=64369at7898	nyctalopin
64397at7898	Complete	NC_007126.7	24150831	24178832	-	469.5	281	https://www.orthodb.org/v10?query=64397at7898	peroxisomal sarcosine oxidase
64475at7898	Complete	NC_007132.7	11961001	11969318	-	786.6	400	https://www.orthodb.org/v10?query=64475at7898	NOP56 ribonucleoprotein homolog
64520at7898	Complete	NC_007126.7	44929496	44992928	+	452.9	274	https://www.orthodb.org/v10?query=64520at7898	platelet-derived growth factor D
64526at7898	Complete	NC_007126.7	1045600	1065934	-	663.2	361	https://www.orthodb.org/v10?query=64526at7898	arylacetamide deacetylase-like
64537at7898	Complete	NC_007118.7	7677973	7692722	-	664.9	346
64540at7898	Complete	NC_007130.7	41191434	41211285	-	710.9	334	https://www.orthodb.org/v10?query=64540at7898	pyruvate dehydrogenase kinase, isozyme 4
